Accuracy CNN,Accuracy RNN,Accuracy CRNN,Accuracy Feature RNN,Accuracy Ensemble
0.7652298850574711,0.7597701149425289,0.7689655172413794,0.7586206896551724,0.7712643678160919
0.1588181423903208,0.16013967022639702,0.15514272860489958,0.1488730723132426,0.15156781119354687
