Accuracy CNN,Accuracy CNN,Accuracy RNN,Accuracy RNN,Accuracy CRNN,Accuracy CRNN,Accuracy Feature RNN,Accuracy Feature RNN,Accuracy Ensemble,Accuracy Ensemble
mean,std,mean,std,mean,std,mean,std,mean,std
0.8033333333333333,0.13979151142564658,0.7816666666666666,0.13773248743574656,0.8016666666666666,0.13805623422911334,0.7766666666666667,0.14313663136351654,0.7916666666666666,0.14536489390823484
0.7321428571428571,0.152362350055011,0.7321428571428571,0.16273756936711475,0.7446428571428572,0.15354107801289738,0.7285714285714285,0.14000588684640497,0.7374999999999999,0.1470053635860846
0.69,0.17341115469146895,0.6950000000000001,0.17428425057933375,0.7,0.16556181409284657,0.685,0.15833959887352428,0.7100000000000001,0.16223880106629415
0.8483333333333333,0.11513449691969986,0.8533333333333334,0.12916858677528298,0.8583333333333333,0.12523786891161878,0.8333333333333334,0.11713342006121946,0.85,0.12642050014591327
0.8233333333333334,0.1380562342291133,0.81,0.14104204033853573,0.8133333333333332,0.14011050060917055,0.81,0.14230249470757708,0.8200000000000001,0.1455285931649565
0.6807692307692308,0.17113403803556723,0.6730769230769231,0.16087700350395098,0.6826923076923077,0.1518581490598955,0.7096153846153845,0.1539542889201956,0.7076923076923076,0.14447628675979124
