Accuracy Random Forest,Accuracy CNN,Accuracy RNN,Accuracy CRNN,Accuracy Feature RNN,Accuracy Ensemble
0.7543103448275861,0.7479885057471265,0.753448275862069,0.7224137931034482,0.7278735632183908,0.7574712643678162
0.14898917631553654,0.1649620459697683,0.16522414364233096,0.17599527951677923,0.15469518449817138,0.16130440953909128
