Accuracy Random Forest,Accuracy CNN,Accuracy RNN,Accuracy CRNN,Accuracy Feature RNN,Accuracy Ensemble
0.7629310344827585,0.7663793103448278,0.7692528735632184,0.7643678160919538,0.7681034482758621,0.7741379310344828
0.15320519703245908,0.15851910906592218,0.15480206554649253,0.15860182078653132,0.14808318172196788,0.15365925549839415
